age,gender,Eastern,Japan,Samurai,Funky,Nature,Western,Space,Mystery,Puzzle,Art
25,Male,6,92,69,67,87,64,83,7,29,23
22,Female,88,82,63,72,78,83,99,71,14,93
27,Female,27,30,22,40,78,61,53,52,93,91
30,Male,61,25,82,75,90,10,88,86,40,7
38,Female,59,15,91,71,84,76,35,96,98,36
22,Male,76,51,8,83,88,62,88,52,53,36
32,Male,14,87,89,79,73,87,97,48,64,77
26,Female,16,41,84,89,88,22,69,89,76,100
39,Male,1,88,46,32,4,2,61,20,55,96
25,Male,83,41,64,97,100,60,86,43,39,92
18,Male,29,71,18,43,70,9,38,9,49,13
19,Male,65,77,86,22,50,51,9,44,6,1
33,Male,15,37,82,95,79,99,88,79,80,2
24,Male,94,89,53,41,76,66,94,74,23,82
26,Male,76,17,81,36,82,73,75,27,79,86
33,Male,65,67,73,24,73,56,88,42,98,66
34,Male,78,40,76,52,70,71,81,33,69,80
18,Male,50,12,89,21,82,31,42,58,64,34
36,Male,47,68,5,43,30,37,18,38,2,38
31,Female,70,68,42,96,81,17,87,87,84,47
19,Female,76,36,77,91,70,90,59,58,77,73
37,Female,58,91,70,94,92,97,24,93,87,49
19,Male,94,66,21,18,36,19,8,89,11,36
19,Female,96,8,91,47,98,89,35,74,58,85
30,Female,65,50,37,22,80,55,25,94,76,89
20,Male,91,30,30,58,98,42,74,36,48,15
21,Male,74,42,31,30,82,21,91,58,92,16
24,Male,84,54,87,76,85,93,89,91,56,15
15,Female,10,36,6,64,82,63,74,53,28,98
37,Female,28,97,62,76,77,20,52,70,94,83
30,Female,8,23,11,91,87,53,21,79,99,80
20,Male,45,44,89,100,88,41,94,61,14,20
25,Male,87,26,48,70,90,100,90,89,29,15
19,Male,65,10,72,63,54,8,79,94,81,36
24,Male,48,89,68,41,76,85,92,18,23,22
24,Male,44,37,36,95,83,11,98,3,58,4
21,Male,20,87,93,39,99,41,79,21,79,22
17,Male,81,71,88,5,35,13,60,64,73,95
37,Female,84,99,87,5,75,55,66,100,85,50
27,Male,44,14,90,46,81,95,71,15,60,17
21,Male,54,21,96,78,100,45,84,64,45,13
30,Male,75,42,89,35,70,35,91,72,56,26
22,Female,97,58,33,45,82,89,5,3,33,89
19,Male,64,55,67,81,67,29,24,82,75,74
30,Male,88,70,81,21,74,6,82,54,50,99
28,Female,100,14,36,40,70,46,28,17,88,91
31,Female,43,63,44,63,70,81,95,86,98,89
31,Male,88,28,87,43,79,1,94,40,35,99
36,Male,83,54,84,90,97,52,61,19,73,31
15,Female,17,89,13,36,84,90,37,100,61,85
33,Male,68,75,73,93,77,31,93,67,81,99
23,Female,74,80,84,77,77,90,63,85,54,91
26,Male,41,61,88,90,75,12,75,94,18,26
35,Male,13,13,87,47,83,72,85,16,61,16
40,Male,39,13,73,27,38,50,1,10,13,4
36,Female,78,74,21,22,70,35,22,75,77,30
31,Female,19,50,46,16,100,36,99,98,82,89
17,Male,47,11,20,89,97,85,24,53,29,34
32,Male,93,100,88,61,79,83,100,22,42,69
35,Female,86,10,8,13,88,83,71,95,82,54
26,Female,92,42,21,8,74,4,62,38,100,99
33,Male,14,88,86,57,91,23,90,18,41,83
33,Male,60,24,71,4,72,81,79,41,72,69
34,Male,93,19,71,77,90,69,87,87,11,3
18,Male,74,1,93,48,24,79,10,79,78,41
25,Male,14,76,70,34,70,11,78,88,81,36
37,Male,23,24,60,39,46,90,78,76,89,13
25,Male,48,85,37,93,98,76,85,23,76,63
32,Female,20,15,27,18,72,57,30,81,99,4
37,Female,18,26,58,13,85,18,27,99,98,26
15,Male,12,2,76,17,93,3,49,59,75,41
37,Male,19,13,76,47,7,14,23,63,87,93
37,Male,57,46,69,86,59,87,56,67,29,14
30,Female,46,90,22,73,98,82,5,88,89,88
24,Female,71,97,56,6,88,32,38,27,19,83
22,Male,64,21,62,52,81,63,98,39,92,13
35,Female,74,43,30,94,84,73,11,86,95,26
37,Male,18,59,48,59,50,39,52,2,64,66
18,Male,99,93,61,80,44,31,93,95,71,32
16,Female,59,48,30,7,78,47,29,86,42,97
19,Female,74,41,66,19,71,49,58,7,72,74
40,Male,95,61,79,58,5,92,81,64,73,92
22,Male,67,70,63,37,86,34,85,65,2,71
29,Female,54,96,40,68,70,98,87,69,81,99
32,Female,21,91,70,82,87,80,14,91,93,56
30,Female,8,75,31,27,70,54,35,81,96,92
18,Male,74,29,52,68,62,30,57,44,31,60
38,Female,40,67,81,98,74,21,74,77,88,22
30,Female,28,5,53,47,89,53,64,80,88,95
30,Male,8,2,96,67,72,47,84,21,78,98
27,Male,22,10,75,92,89,64,80,9,40,98
38,Female,54,71,10,74,90,65,30,79,70,99
22,Male,6,54,71,87,91,70,93,79,94,42
24,Male,28,62,7,91,86,89,78,84,15,45
22,Male,30,27,66,71,89,29,87,42,80,27
25,Male,96,27,4,57,80,23,99,93,76,77
21,Female,94,12,64,5,95,4,43,39,48,99
26,Male,41,78,91,28,77,52,74,42,42,85
25,Female,79,92,79,34,82,13,97,67,75,73
27,Male,75,93,86,94,92,18,84,30,3,76
40,Female,65,75,17,30,82,34,97,74,95,92
19,Male,12,28,37,16,3,61,38,8,49,92
39,Female,58,97,69,73,71,55,38,72,84,90
15,Female,2,48,5,83,89,2,20,10,95,80
18,Female,84,88,92,13,80,70,69,52,23,89
18,Male,65,93,23,42,50,22,70,28,60,64
20,Female,80,29,92,40,92,83,55,16,41,76
40,Female,78,84,38,35,98,44,83,80,76,64
31,Female,71,79,49,52,86,41,69,92,74,95
26,Male,36,41,87,20,97,91,99,92,61,80
19,Female,86,64,89,12,89,99,45,31,98,94
20,Female,81,91,12,4,81,31,86,19,97,79
18,Female,82,52,21,75,93,45,26,24,88,85
37,Female,39,78,41,29,93,1,32,93,86,61
31,Male,56,31,81,34,82,81,78,43,36,66
35,Female,22,36,74,85,97,81,63,88,90,62
39,Female,20,61,66,73,70,59,89,75,89,78
29,Female,53,9,15,88,94,59,30,16,77,96
34,Female,41,93,50,56,95,62,35,84,82,39
39,Male,83,31,63,39,86,63,66,58,68,2
38,Male,58,21,81,3,1,85,22,7,49,89
35,Male,36,28,71,65,98,93,90,45,97,69
26,Male,63,56,90,34,86,68,100,96,68,70
23,Female,96,77,70,32,97,89,82,39,7,72
28,Male,47,42,90,77,94,6,94,34,62,82
21,Female,70,80,76,91,77,94,22,37,90,86
23,Female,82,75,29,37,76,70,37,45,39,99
34,Male,80,21,72,56,76,87,95,69,26,40
28,Male,48,64,72,68,91,44,91,87,52,4
30,Female,81,26,87,42,95,18,17,99,96,83
22,Male,77,25,91,99,73,96,79,28,49,79
31,Male,21,25,74,97,92,78,93,92,56,1
27,Male,62,57,70,50,77,79,93,33,86,28
31,Male,32,2,91,67,97,85,98,47,22,22
20,Female,90,91,13,59,74,39,97,47,49,96
27,Female,39,45,14,88,94,5,62,92,93,76
32,Male,35,53,85,45,74,63,98,6,80,13
20,Male,45,46,20,9,76,81,88,10,14,74
32,Female,9,65,56,85,94,62,19,93,80,18
23,Male,58,76,62,44,88,2,73,46,16,13
28,Male,86,34,97,95,85,67,100,54,93,36
15,Female,68,7,59,11,90,7,15,99,70,83
39,Male,13,15,75,51,45,78,79,53,61,38
15,Male,10,17,70,38,4,86,67,59,62,86
20,Female,97,42,100,48,74,45,41,87,1,95
34,Female,94,14,18,35,79,69,39,79,95,83
29,Female,19,39,16,84,72,98,87,90,80,100
16,Male,41,19,7,27,32,13,69,82,76,50
28,Female,48,34,14,34,76,43,17,41,100,73
17,Male,66,2,20,49,87,4,47,71,30,47
23,Female,81,30,65,21,84,14,15,39,73,100
27,Female,2,88,50,58,70,94,92,48,97,77
26,Male,80,62,71,12,95,93,84,16,96,21
16,Female,76,95,68,12,96,17,54,100,75,87
24,Male,61,35,46,90,72,17,79,43,99,43
27,Female,13,38,46,91,83,6,55,87,72,95
31,Female,100,45,15,43,96,91,67,75,91,46
21,Male,39,67,20,98,97,19,88,85,69,94
34,Male,68,33,75,13,81,17,98,68,11,84
32,Male,34,3,87,19,86,4,88,39,92,77
28,Female,28,66,28,31,79,13,17,56,79,76
29,Male,48,38,92,65,91,47,98,61,95,24
15,Female,63,36,5,83,89,49,59,88,62,82
30,Male,68,4,80,79,91,81,72,85,59,70
21,Female,85,46,77,69,71,16,4,85,54,83
34,Male,30,14,90,96,81,75,70,93,47,5
33,Male,83,6,90,95,84,35,82,19,75,95
36,Female,23,62,23,25,71,82,8,79,100,58
32,Female,4,64,77,40,76,75,80,86,80,16
17,Male,36,72,58,95,83,45,1,83,80,86
34,Male,31,32,100,19,92,48,98,57,9,25
29,Male,23,20,78,67,87,83,95,3,5,9
38,Male,89,98,44,38,13,82,27,65,94,80
24,Male,82,50,94,85,94,91,89,31,93,36
19,Female,81,99,20,26,90,70,8,44,23,100
29,Female,79,13,35,45,77,79,40,69,92,70
20,Female,75,68,93,38,97,94,20,10,63,100
28,Female,35,32,60,43,73,12,91,95,70,75
19,Female,92,54,86,32,72,90,94,34,32,94
20,Female,78,48,17,33,88,83,82,20,4,88
31,Male,59,50,81,58,70,92,81,74,92,99
38,Male,48,48,81,83,40,64,53,23,9,48
20,Male,91,6,36,24,85,50,73,37,79,24
26,Male,28,100,86,73,81,61,98,71,71,98
40,Male,85,80,100,79,58,82,86,81,75,61
39,Female,68,37,62,68,82,48,6,95,77,99
39,Male,20,41,4,5,78,60,47,11,76,22
39,Male,50,54,12,16,79,7,94,97,34,24
33,Male,42,69,87,46,93,24,85,14,96,58
27,Male,97,58,75,51,71,40,73,35,68,46
29,Female,4,38,8,77,94,30,42,37,93,73
17,Female,69,93,44,52,83,92,51,58,87,90
17,Female,56,79,6,54,87,15,67,58,69,98
26,Female,96,51,92,23,73,57,21,30,97,73
38,Male,95,7,20,65,98,25,9,63,6,20
26,Female,57,33,26,91,91,28,90,15,75,80
30,Male,87,12,82,51,93,62,98,30,27,40
15,Male,97,21,64,33,16,12,89,39,90,40
27,Female,71,95,16,18,92,60,60,19,98,87
30,Female,75,57,45,46,98,74,14,88,95,89
28,Male,58,85,94,28,78,4,87,66,61,86
21,Male,75,56,4,8,78,43,92,30,80,90
34,Male,81,3,80,37,81,72,79,32,91,47
25,Female,84,18,40,87,75,50,63,70,77,80
35,Male,17,59,97,28,81,7,90,40,97,9
40,Male,5,21,28,64,26,19,3,82,6,52
24,Male,95,76,99,26,81,28,72,84,15,45
32,Male,68,3,82,57,86,29,71,45,57,70
29,Male,75,80,73,36,88,5,97,64,37,54
30,Female,16,97,78,87,88,38,86,91,86,77
30,Male,11,24,86,72,89,12,93,62,75,19
24,Female,96,32,98,7,72,24,55,97,37,77
30,Female,85,11,80,99,73,36,77,73,85,77
15,Male,22,87,28,41,85,62,35,24,51,13
18,Female,97,10,41,83,96,62,91,12,85,77
34,Male,72,15,74,61,85,18,100,79,65,69
39,Female,9,100,75,34,89,48,24,93,85,75
28,Female,47,49,18,98,100,72,92,81,99,97
24,Female,95,74,95,3,71,25,24,53,8,75
25,Female,82,99,48,32,100,87,93,52,90,85
31,Female,30,30,5,23,77,74,74,79,97,92
40,Male,28,47,49,61,19,43,50,29,32,48
21,Male,60,26,27,71,96,26,95,71,97,6
31,Female,71,63,99,95,86,23,36,94,98,3
32,Female,49,98,23,79,97,63,61,94,90,53
19,Male,83,88,24,86,20,26,27,39,49,44
28,Male,87,6,80,52,88,85,77,59,4,84
26,Male,18,85,96,48,99,27,78,100,72,11
21,Male,2,80,60,46,97,32,83,94,12,72
37,Female,9,33,94,34,89,8,17,83,88,28
40,Female,31,27,2,17,80,88,30,80,100,6
20,Female,75,86,3,96,73,84,87,81,73,98
40,Male,97,8,91,11,10,97,2,46,69,7
35,Male,99,97,73,61,82,84,83,94,50,6
34,Female,92,38,22,5,78,12,88,76,98,52
26,Female,18,21,27,63,92,72,71,55,77,82
35,Male,29,83,85,100,84,50,92,62,75,29
31,Female,56,84,88,63,90,32,99,84,81,28
38,Female,24,74,47,25,85,70,16,79,86,78
31,Female,79,16,55,87,89,68,74,88,95,75
27,Male,6,62,81,41,81,93,79,50,77,33
21,Male,49,34,36,71,78,21,88,24,64,36
40,Male,94,21,10,36,46,25,68,66,69,40
15,Female,89,27,26,31,84,1,1,17,91,81
17,Female,5,14,53,1,80,68,100,36,40,90
17,Female,40,89,39,47,80,82,16,75,28,97
19,Male,69,26,62,16,69,45,93,27,63,78
33,Male,36,37,84,56,92,60,70,90,55,93
28,Male,9,56,75,82,96,14,100,59,55,14
19,Male,82,95,82,28,52,97,86,90,37,6
32,Male,90,83,93,37,80,79,83,17,60,89
26,Female,53,49,76,63,92,38,4,87,83,88
22,Male,88,43,83,90,82,42,88,14,83,45
18,Female,94,17,86,36,95,100,96,64,53,73
40,Female,43,5,96,7,97,18,72,86,87,22
33,Male,78,92,89,71,77,7,94,48,28,70
32,Male,86,84,83,48,95,74,86,82,90,29
26,Female,35,39,98,21,95,97,60,18,93,71
35,Female,55,64,80,35,77,46,79,70,94,70
15,Female,41,46,35,59,95,23,93,31,42,71
25,Male,89,49,45,61,90,54,86,9,6,33
25,Male,52,73,93,83,93,17,78,78,8,29
34,Male,63,34,93,67,70,81,83,3,66,98
15,Male,62,97,1,57,92,19,42,23,15,79
33,Male,7,75,79,74,88,43,87,56,70,12
21,Male,91,63,79,65,84,51,81,15,44,37
31,Male,33,53,94,3,70,70,79,14,94,13
28,Male,75,75,86,40,87,14,86,7,43,69
35,Female,53,44,80,81,73,89,100,75,97,83
19,Male,5,29,93,13,63,12,73,9,63,18
25,Male,86,31,21,99,72,44,83,11,78,42
21,Female,81,30,12,45,86,94,60,82,46,71
30,Male,8,85,98,100,98,23,98,18,91,95
40,Male,81,42,36,88,74,44,28,55,88,82
24,Male,11,66,67,93,99,18,74,88,14,54
23,Male,91,65,81,15,72,60,73,54,76,19
37,Female,68,28,69,66,77,11,46,80,77,40
30,Male,82,87,83,34,84,61,77,97,41,28
27,Female,41,92,77,5,89,96,20,94,99,84
37,Male,70,7,6,5,59,29,61,45,65,99
39,Male,33,18,11,98,52,70,12,43,25,81
17,Male,4,34,5,33,59,93,17,77,71,87
16,Male,39,83,79,18,96,12,39,72,65,2
19,Female,84,69,51,59,77,67,84,25,60,75
38,Male,6,75,51,49,67,23,39,18,56,12
22,Female,77,36,24,46,95,29,77,1,90,99
24,Male,37,68,69,29,83,58,73,84,28,19
29,Female,18,15,34,19,90,73,82,49,83,99
29,Male,58,27,98,34,82,29,92,72,24,6
30,Female,30,46,1,10,89,24,9,90,72,70
35,Female,45,91,28,69,88,37,14,76,88,41
40,Female,30,100,49,96,96,56,19,98,84,21
15,Female,14,50,87,24,75,30,95,34,99,91
28,Male,25,57,92,1,78,78,94,76,22,13
38,Female,16,29,62,31,76,65,44,92,79,91
32,Male,38,50,87,47,96,90,77,27,29,61
29,Female,92,19,55,90,92,93,64,93,86,98
35,Male,78,27,72,2,84,72,73,92,79,70
16,Male,50,64,5,32,27,84,3,33,70,33
38,Male,26,16,5,16,59,58,60,12,39,95
30,Male,44,77,80,91,84,52,75,51,86,89
28,Male,6,16,86,23,94,39,77,78,52,35
33,Female,39,75,42,75,74,76,24,80,73,72
15,Female,34,84,6,65,88,89,29,45,59,95
22,Female,85,1,24,80,89,71,71,47,37,85
39,Female,27,67,69,81,84,94,46,81,72,96
26,Female,21,91,92,28,90,22,67,71,90,95
33,Male,77,60,78,61,81,26,73,18,30,98
33,Female,91,25,26,47,73,91,73,86,96,16
35,Female,40,62,99,68,80,65,40,92,74,37
19,Male,33,60,58,58,39,76,54,77,14,17
33,Female,43,91,35,79,90,35,78,74,85,63
27,Male,26,59,98,74,100,3,87,18,48,62
34,Female,33,25,59,85,99,62,5,95,97,89
21,Female,80,31,26,52,76,44,29,71,39,97
38,Male,4,84,94,80,29,90,34,22,21,91
29,Male,77,71,92,67,90,87,81,50,28,55
16,Female,33,77,40,54,82,9,95,48,5,71
21,Male,18,82,3,18,72,85,70,10,71,77
39,Male,11,48,32,17,28,99,57,92,58,46
23,Female,89,12,51,92,73,53,2,99,58,73
28,Female,98,81,8,33,72,1,5,53,75,95
24,Female,95,97,67,15,90,45,23,72,23,92
29,Female,8,52,87,52,87,10,80,82,100,88
40,Female,26,69,79,70,100,76,69,79,81,92
34,Male,26,55,88,55,95,29,93,36,90,35
35,Male,93,8,96,6,88,20,95,7,94,3
29,Male,96,71,90,29,80,46,70,63,33,94
23,Female,100,79,88,16,87,48,14,90,13,90
25,Female,92,61,73,12,72,27,84,50,95,80
34,Female,49,13,35,27,98,5,49,80,90,79
31,Male,7,12,91,39,94,65,78,27,12,37
25,Female,75,95,62,80,90,86,8,76,78,81
31,Female,18,86,25,18,92,60,60,84,79,95
27,Female,68,45,3,43,99,16,95,73,83,78
23,Female,82,25,3,100,81,94,42,61,81,72
30,Female,94,38,89,52,92,7,47,75,85,81
17,Female,8,90,89,7,82,83,32,16,58,89
29,Female,32,42,3,100,96,96,12,78,77,88
31,Male,97,34,95,62,72,1,94,25,73,71
33,Male,80,18,86,21,99,59,75,51,66,29
24,Male,75,9,61,26,83,99,89,100,91,11
30,Male,32,95,71,25,89,53,76,49,22,37
15,Female,85,15,29,71,97,15,80,94,63,80
34,Female,42,28,96,7,98,100,61,78,91,43
16,Female,50,52,1,5,79,47,36,92,89,90
22,Female,97,64,48,45,79,32,27,23,94,98
37,Male,40,72,68,38,8,35,6,76,34,6
20,Female,93,86,26,73,84,13,98,60,8,73
37,Male,76,62,69,71,11,9,1,92,26,97
21,Male,1,74,79,11,91,49,81,32,44,86
35,Male,37,95,98,74,85,73,90,97,22,96
35,Male,5,27,98,81,76,13,99,7,19,5
22,Male,57,66,60,36,81,59,99,50,92,3
25,Male,90,80,11,24,72,34,85,39,15,43
24,Female,83,63,72,91,87,73,1,33,90,74
40,Female,65,20,16,93,71,82,97,75,88,79
31,Female,86,47,21,33,84,56,36,83,88,25
19,Female,99,11,81,30,94,6,67,83,78,89
39,Male,65,48,81,82,3,95,70,18,97,92
32,Male,11,96,97,12,91,46,96,90,6,29
16,Male,65,23,88,39,93,18,83,51,49,92
16,Male,31,52,84,58,6,49,15,51,33,31
21,Male,2,11,83,11,88,34,85,44,40,13
17,Female,75,16,18,28,89,45,93,35,72,85
17,Female,49,79,25,83,72,64,23,84,62,72
24,Male,89,86,86,60,79,44,97,100,37,74
31,Female,28,87,61,43,95,8,32,96,71,13
30,Male,41,62,99,32,76,100,80,36,44,48
17,Male,17,81,24,72,45,30,48,83,64,21
21,Female,80,67,100,1,74,73,76,83,99,90
28,Female,6,77,21,9,79,22,20,29,81,74
29,Female,4,49,51,84,92,84,71,93,92,80
35,Female,18,53,33,60,94,90,58,72,87,9
28,Male,32,50,91,28,99,83,81,30,8,34
16,Male,49,51,18,61,41,54,86,88,62,50
38,Male,14,60,76,90,74,99,7,67,61,43
34,Female,74,39,84,44,70,81,26,97,82,48
17,Female,41,24,86,70,93,85,47,84,95,86
37,Male,93,9,87,86,85,65,84,48,29,93
36,Female,59,55,1,63,93,9,37,78,89,46
36,Male,39,8,84,72,3,63,78,71,95,69
30,Male,77,8,89,29,89,58,99,34,29,69
18,Male,11,6,37,27,63,93,13,70,65,25
26,Female,94,94,73,36,85,19,13,63,99,98
32,Male,57,68,79,14,85,78,91,9,42,39
36,Male,43,43,50,72,22,20,81,44,26,16
39,Male,13,89,40,19,66,75,37,45,63,74
23,Male,71,57,78,94,90,61,72,86,10,80
15,Male,85,25,39,18,90,50,79,99,81,93
32,Male,23,6,73,32,83,14,71,80,28,19
32,Female,4,13,72,42,82,48,74,73,86,1
18,Male,18,63,5,74,56,55,79,37,62,86
28,Male,6,64,76,19,77,67,71,82,48,38
29,Male,41,26,73,23,83,78,73,64,12,57
19,Male,97,87,46,37,72,14,35,44,41,43
15,Female,88,99,80,23,96,7,58,52,45,97
30,Female,42,38,9,6,98,19,44,85,97,73
25,Male,54,49,60,40,90,47,72,8,79,13
37,Female,92,50,37,50,80,100,21,92,82,66
22,Female,73,90,85,65,89,87,5,57,52,70
17,Female,14,55,87,14,90,76,9,49,82,78
31,Female,31,44,28,77,95,54,46,81,93,65
22,Female,83,24,86,75,80,30,64,61,56,70
30,Male,13,55,100,26,83,69,80,83,40,7
18,Male,52,31,11,2,37,37,3,28,59,38
31,Male,18,98,93,34,99,76,73,44,62,59
33,Male,57,29,100,18,75,80,82,61,31,78
24,Male,6,82,57,36,93,10,76,20,37,88
35,Female,14,5,95,12,81,34,58,79,84,57
22,Male,92,33,43,62,99,60,97,87,38,4
16,Male,58,19,5,3,48,98,10,92,31,81
26,Male,65,72,99,32,77,70,84,60,70,1
25,Female,77,27,39,18,74,53,51,1,87,72
26,Male,88,3,93,53,85,83,88,23,65,61
31,Female,68,58,64,28,86,19,21,77,100,63
25,Male,55,23,91,58,79,71,84,87,98,80
32,Female,90,24,82,8,75,8,2,95,86,85
36,Female,70,24,57,55,83,9,30,89,93,76
31,Male,75,66,70,36,94,1,95,44,17,21
30,Female,2,49,47,62,75,53,82,75,90,81
23,Male,11,65,97,3,98,21,88,73,52,71
29,Male,19,82,75,41,80,14,75,44,82,21
38,Female,97,65,84,63,81,24,15,84,98,11
31,Female,7,15,49,32,99,39,1,89,73,52
38,Male,11,49,79,75,1,23,76,27,49,90
18,Male,52,39,22,56,81,2,90,67,60,50
15,Male,65,15,5,98,94,4,44,73,58,25
40,Female,80,13,53,28,73,47,84,70,99,96
27,Male,13,62,97,34,90,65,85,92,82,77
26,Female,20,50,56,41,96,12,58,23,77,99
40,Female,17,47,41,6,70,34,78,82,83,62
31,Male,22,21,96,26,70,30,82,36,40,96
20,Male,65,28,20,71,83,21,99,57,50,96
28,Female,18,72,68,37,92,22,95,76,92,93
39,Male,48,3,37,83,14,18,31,26,23,47
15,Male,75,41,81,36,94,68,47,62,87,40
28,Male,70,52,81,53,83,85,98,6,33,75
37,Male,75,90,47,44,64,76,53,3,40,56
19,Male,13,22,83,90,73,40,89,12,78,92
26,Female,42,32,77,29,95,51,33,64,70,94
20,Female,93,29,3,70,96,24,26,11,81,95
23,Female,80,27,24,93,71,70,27,97,99,82
32,Female,87,85,57,79,79,65,76,96,72,98
36,Male,60,60,94,16,82,34,26,72,39,77
30,Male,31,60,94,72,89,22,72,29,61,51
34,Male,64,65,97,47,84,73,87,11,55,75
35,Male,48,29,92,93,80,28,78,41,92,93
29,Male,87,60,97,7,90,54,73,54,40,41
15,Female,19,68,52,63,98,55,41,73,99,90
27,Male,5,4,94,10,97,78,90,76,13,88
23,Male,18,92,3,17,88,94,83,8,12,6
36,Female,80,78,98,13,72,56,71,100,75,22
17,Female,53,90,61,6,74,83,12,12,23,74
27,Female,100,11,77,74,95,39,83,96,88,85
34,Female,19,91,12,44,70,17,2,97,81,14
23,Male,50,76,84,78,81,78,93,80,75,93
15,Female,11,88,12,80,87,28,65,7,45,71
17,Male,65,17,69,10,67,35,48,95,25,49
39,Female,29,56,72,37,99,99,25,93,75,1
32,Female,59,54,55,8,89,94,24,94,100,87
32,Male,22,99,100,3,87,94,85,82,84,85
28,Female,9,18,48,8,90,53,43,6,86,80
20,Male,7,6,43,71,70,16,90,40,65,82
39,Female,81,71,25,88,80,26,36,95,92,75
24,Male,42,77,24,80,84,95,100,77,96,23
36,Female,43,64,41,20,94,74,57,90,79,85
27,Male,75,70,70,28,74,86,88,77,41,40
33,Male,56,30,89,32,100,23,94,55,46,62
34,Female,24,35,84,99,85,4,58,83,84,71
21,Male,62,60,14,62,81,83,76,3,55,63
27,Male,69,97,93,26,75,15,96,94,36,42
16,Male,76,49,6,98,20,9,54,34,86,83
25,Female,74,74,74,28,100,24,62,67,72,89
24,Male,86,30,14,10,85,40,74,57,53,62
40,Male,27,19,93,97,79,37,60,44,24,65
17,Male,7,82,15,76,54,96,39,90,3,70
36,Female,72,70,11,80,92,15,26,91,80,7
32,Female,17,46,7,43,95,57,8,93,93,86
40,Male,65,39,30,66,12,24,12,81,83,28
29,Female,65,32,14,95,78,94,39,10,96,85
29,Female,95,76,69,64,89,28,15,78,80,72
39,Male,11,65,96,91,32,21,65,3,70,60
39,Male,80,74,14,79,88,88,99,81,68,79
29,Female,94,12,34,100,88,96,80,5,89,80
25,Male,12,54,58,79,92,59,93,11,9,98
19,Male,13,45,82,73,89,68,50,65,29,29
16,Female,45,21,51,43,79,34,56,75,45,85
25,Male,90,17,14,59,83,3,81,23,8,64
21,Female,73,57,5,7,99,57,51,36,92,73
15,Male,81,51,27,33,29,22,91,75,3,42
37,Male,33,31,26,61,96,17,35,64,65,19
28,Female,57,100,77,28,92,68,49,27,97,94
33,Female,57,97,46,10,93,38,25,99,90,8
35,Female,40,63,29,89,92,24,71,98,75,20
20,Female,92,17,92,69,83,48,44,80,25,77
15,Male,1,24,42,16,99,6,60,7,62,34
15,Female,95,92,89,75,91,95,28,49,11,96
19,Male,22,50,42,46,72,35,35,99,58,2
18,Female,73,96,33,66,80,51,93,86,21,90
33,Female,10,81,99,32,87,62,14,76,83,32
19,Male,91,12,11,74,63,81,98,12,16,53
22,Male,43,63,17,25,87,33,74,12,22,14
26,Female,47,90,6,90,87,67,29,43,80,76
32,Female,90,56,25,80,98,73,100,100,72,17
29,Male,9,5,73,70,74,94,79,96,97,29
28,Male,2,74,86,83,70,78,87,36,71,22
35,Female,93,85,43,85,81,88,74,81,81,55
35,Male,57,18,76,23,94,52,95,73,25,80
21,Female,84,95,63,91,94,78,42,50,98,96
24,Male,32,52,86,54,76,99,72,77,65,83
34,Female,90,92,96,70,73,64,46,95,88,53
22,Female,80,35,97,46,87,61,6,34,63,84
33,Male,45,14,82,3,75,69,86,29,36,32
19,Female,84,58,69,43,94,1,63,5,66,93
31,Male,26,16,79,4,84,7,85,46,98,73
28,Male,60,2,93,84,95,73,79,5,30,89
37,Female,100,21,35,4,99,34,1,94,94,56
39,Male,88,8,26,6,37,30,76,59,70,24
28,Female,14,5,86,17,82,55,65,10,79,100
40,Male,79,82,60,68,25,88,97,38,68,33
19,Female,92,76,13,50,80,3,32,100,78,81
36,Female,51,97,59,27,93,36,15,95,95,94
18,Female,72,51,48,7,85,9,58,47,66,92
26,Female,79,61,61,38,93,79,52,53,97,86
27,Male,30,95,82,94,87,14,92,20,16,54
28,Male,58,27,93,12,83,40,81,76,60,83
39,Male,61,70,90,3,70,13,58,40,31,75
16,Female,99,44,49,98,91,3,45,3,80,82
28,Female,66,56,76,41,84,53,2,75,83,78
17,Female,65,20,69,35,73,36,45,76,39,95
21,Male,25,62,87,68,79,76,89,48,79,74
29,Female,36,3,48,71,78,9,13,18,100,83
34,Female,70,29,12,84,82,73,34,83,80,24
27,Male,99,80,98,65,93,33,99,81,77,22
33,Male,52,43,80,7,97,28,89,67,25,67
30,Male,22,7,92,83,94,5,93,32,15,84
25,Male,68,58,14,92,94,90,92,35,72,51
35,Female,38,48,61,70,82,67,67,77,100,30
28,Female,92,8,61,19,84,26,8,9,73,97
16,Female,85,24,11,46,84,70,34,41,6,70
35,Male,58,45,85,58,78,71,72,47,57,68
24,Female,78,28,24,74,96,56,77,37,5,79
31,Female,81,18,13,42,81,96,52,89,99,7
21,Male,32,83,17,77,72,54,72,45,57,22
30,Male,25,63,84,69,94,33,89,71,58,45
18,Female,95,91,33,67,70,95,91,78,58,82
21,Female,84,50,53,3,84,70,94,3,90,82
25,Male,73,2,50,20,96,95,96,5,30,78
32,Male,68,56,79,22,71,35,79,91,2,28
21,Female,79,43,94,41,82,57,100,5,88,75
20,Female,70,20,31,46,72,74,36,97,87,74
24,Female,85,56,6,44,82,37,100,8,3,81
24,Female,72,6,84,41,81,28,80,90,64,84
29,Male,69,62,72,7,90,28,81,90,96,51
30,Male,50,61,99,70,80,72,89,9,12,98
23,Female,94,27,97,84,86,77,6,37,16,70
28,Male,92,97,76,12,80,23,78,64,81,32
